epoch,accuracy,loss,val_accuracy,val_loss
0,0.4225499927997589,1.6141479015350342,0.5171999931335449,1.3667731285095215
1,0.5332000255584717,1.3141292333602905,0.5752000212669373,1.2319120168685913
2,0.5798249840736389,1.192450761795044,0.5748999714851379,1.2225912809371948
3,0.6108250021934509,1.11409592628479,0.6074000000953674,1.1212785243988037
4,0.6319000124931335,1.0573962926864624,0.6464999914169312,1.0215181112289429
5,0.6453499794006348,1.0160892009735107,0.6581000089645386,0.989831268787384
6,0.6555500030517578,0.9881758689880371,0.6589999794960022,0.9960466027259827
7,0.666575014591217,0.9608854651451111,0.66839998960495,0.9654465913772583
8,0.6765249967575073,0.9374223351478577,0.6773999929428101,0.9414147734642029
9,0.6789000034332275,0.9187975525856018,0.6647999882698059,0.97469562292099
10,0.6842250227928162,0.9087642431259155,0.6696000099182129,0.9650340676307678
11,0.6882500052452087,0.8926533460617065,0.6823999881744385,0.9339085817337036
12,0.6938750147819519,0.8800313472747803,0.6862999796867371,0.9121618866920471
13,0.6956250071525574,0.8673526644706726,0.6880999803543091,0.9050251245498657
14,0.7019749879837036,0.8584021329879761,0.6937000155448914,0.9007890820503235
15,0.7009249925613403,0.8501496315002441,0.6837000250816345,0.9195903539657593
16,0.7094249725341797,0.8334742188453674,0.6934999823570251,0.8954936265945435
17,0.709725022315979,0.8309262990951538,0.6898000240325928,0.9211558699607849
18,0.7136750221252441,0.8217854499816895,0.7026000022888184,0.8709201216697693
19,0.7149249911308289,0.8179483413696289,0.6926000118255615,0.8952977657318115
20,0.718500018119812,0.8041361570358276,0.699999988079071,0.876477837562561
21,0.7180500030517578,0.8054409623146057,0.7006000280380249,0.8736604452133179
22,0.7202249765396118,0.7965531945228577,0.6973999738693237,0.8843493461608887
23,0.7221249938011169,0.7974609732627869,0.6973000168800354,0.8815241456031799
24,0.7277500033378601,0.7831681370735168,0.6962000131607056,0.8935100436210632
25,0.7253749966621399,0.7856624722480774,0.7037000060081482,0.8721842765808105
26,0.7251250147819519,0.7779746055603027,0.7081000208854675,0.8596315383911133
27,0.7314249873161316,0.768051266670227,0.7008000016212463,0.8737936615943909
28,0.7287750244140625,0.7758852243423462,0.7046999931335449,0.8683459758758545
29,0.7323750257492065,0.7665345668792725,0.6984000205993652,0.8895881772041321
30,0.7330999970436096,0.7593029737472534,0.7059999704360962,0.864555299282074
31,0.7347999811172485,0.7554468512535095,0.7002000212669373,0.8777637481689453
32,0.7325999736785889,0.7552213668823242,0.6902999877929688,0.9103931784629822
33,0.7369250059127808,0.74861741065979,0.6988000273704529,0.8851912021636963
34,0.7397750020027161,0.7469728589057922,0.7028999924659729,0.8813934326171875
35,0.738099992275238,0.7461724877357483,0.7034000158309937,0.8634466528892517
36,0.739425003528595,0.7432512640953064,0.7099000215530396,0.8545117378234863
37,0.7387250065803528,0.7405406832695007,0.7031000256538391,0.8728349804878235
38,0.7415000200271606,0.733916699886322,0.7056000232696533,0.869080662727356
39,0.7444999814033508,0.7304039001464844,0.7077999711036682,0.8594973683357239
